image_path,Dry_Clover_g,Dry_Dead_g,Dry_Green_g,Dry_Total_g,GDM_g
train/ID1294770420.jpg,17.3814,36.1534,14.6004,68.1352,31.9818
train/ID1314135397.jpg,0.0,16.6678,28.0322,44.7,28.0322
train/ID13162390.jpg,2.8667,2.8667,20.0667,25.8,22.9333
train/ID1337107565.jpg,10.04,0.0,0.0,10.04,10.04
train/ID1343327476.jpg,3.1429,3.1429,37.7143,44.0,40.8571
train/ID1345375788.jpg,2.3762,7.7226,8.7127,18.8115,11.0889
train/ID135365668.jpg,2.4,1.8667,17.3333,21.6,19.7333
train/ID1354190372.jpg,11.2565,6.5255,10.6039,28.3859,21.8604
train/ID1357758282.jpg,0.0,4.8,107.3,112.1,107.3
train/ID1357768767.jpg,0.0,5.4497,104.1503,109.6,104.1503
train/ID1370004842.jpg,0.0,21.9986,55.8014,77.8,55.8014
train/ID1374789439.jpg,1.3556,1.3556,21.6889,24.4,23.0444
train/ID1385921939.jpg,0.0,6.8243,43.6757,50.5,43.6757
train/ID1386202352.jpg,0.0,12.1549,35.0834,47.2383,35.0834
train/ID1395011773.jpg,10.0895,11.9667,13.8438,35.9,23.9333
train/ID1403078396.jpg,5.3,8.3,1.5,15.1,6.8
train/ID1403107574.jpg,22.69,0.0,0.0,22.69,22.69
train/ID1411613934.jpg,6.8937,17.8286,16.8777,41.6,23.7714
train/ID141370843.jpg,5.6182,5.6182,19.6636,30.9,25.2818
train/ID1413758094.jpg,0.8746,46.0532,17.5601,64.4879,18.4347
train/ID1414371018.jpg,14.7281,6.1901,12.3801,33.2982,27.1082
train/ID1415329644.jpg,0.0,0.0,63.3,63.3,63.3
train/ID1421714468.jpg,0.0,36.581,26.6001,63.1811,26.6
train/ID142751858.jpg,15.3953,2.417,33.2077,51.02,48.603
train/ID1428837636.jpg,10.1663,19.1366,3.8871,33.1901,14.0535
train/ID1437386574.jpg,5.0001,3.7122,44.1677,52.88,49.1678
train/ID1444674500.jpg,11.64,0.0,3.5,15.14,15.14
train/ID1450399782.jpg,0.1901,19.082,38.202,57.4741,38.3921
train/ID1451025862.jpg,5.3,4.3,6.9,16.5,12.2
train/ID1456861072.jpg,0.4,6.0,1.0,7.4,1.4
train/ID1457700382.jpg,0.0,0.0,24.8,24.8,24.8
train/ID1458758610.jpg,0.0,50.2255,52.4745,102.7,52.4745
train/ID1463690813.jpg,0.0,0.0,58.2,58.2,58.2
train/ID146920896.jpg,0.5,0.4,6.6,7.5,7.1
train/ID1471216911.jpg,67.8977,11.4857,28.8667,108.25,96.7643
train/ID1472525822.jpg,0.0,16.4891,30.3109,46.8,30.3109
train/ID1473228876.jpg,0.0,10.0135,28.0865,38.1,28.0865
train/ID1474775613.jpg,0.0,5.3604,44.3447,49.7051,44.3447
train/ID147528735.jpg,0.0,3.0,53.5,56.5,53.5
train/ID1476045099.jpg,6.7778,3.3889,20.3333,30.5,27.1111
train/ID1477176296.jpg,1.8308,1.8308,20.1385,23.8,21.9692
train/ID1488408526.jpg,0.0,9.8969,28.5031,38.4,28.5031
train/ID1496750796.jpg,1.7727,5.3182,12.4091,19.5,14.1818
train/ID1498398599.jpg,11.0375,5.6471,1.2834,17.9681,12.321
train/ID1509266870.jpg,2.775,2.775,27.75,33.3,30.525
train/ID1510574031.jpg,7.2336,14.4672,19.4992,41.2,26.7328
train/ID1512751450.jpg,0.3786,9.6678,19.656,29.7024,20.0346
train/ID1513184765.jpg,0.0,5.0118,6.1574,11.1692,6.1574
train/ID1515990019.jpg,0.0,1.3,11.9,13.2,11.9
train/ID1516374298.jpg,9.0,0.0,1.7,10.7,10.7
train/ID152157478.jpg,35.1643,7.9034,64.3724,107.44,99.5366
train/ID1525817840.jpg,7.7677,32.3656,20.0667,60.2,27.8344
train/ID1540480250.jpg,0.0,3.6485,116.7515,120.4,116.7515
train/ID1545077474.jpg,0.0,19.2,8.8,28.0,8.8
train/ID1547945326.jpg,6.2816,4.2493,10.7156,21.2465,16.9972
train/ID1559189397.jpg,0.0,1.0805,22.4195,23.5,22.4195
train/ID1563418511.jpg,0.0,4.5904,107.1096,111.7,107.1096
train/ID1570190541.jpg,16.6157,7.8376,0.1568,24.61,16.7724
train/ID1573329652.jpg,0.0,19.2015,22.2985,41.5,22.2985
train/ID1574125908.jpg,0.0,3.5379,43.1621,46.7,43.1621
train/ID157479394.jpg,0.0,4.8579,129.3421,134.2,129.3421
train/ID1579942839.jpg,14.886,2.6661,3.3327,20.8848,18.2186
train/ID158170916.jpg,5.3547,33.0205,69.6107,107.9859,74.9654
train/ID1590632667.jpg,3.1807,24.2887,31.2284,58.6978,34.4091
train/ID1618145129.jpg,0.0,10.3826,37.1257,47.5083,37.1257
train/ID1618597318.jpg,1.1195,2.239,33.0259,36.3845,34.1454
train/ID1620371305.jpg,17.0913,6.4092,57.0895,80.59,74.1808
train/ID162394992.jpg,0.0,1.8459,47.2541,49.1,47.2541
train/ID1623964968.jpg,10.0977,21.4983,19.5439,51.1398,29.6415
train/ID1624268863.jpg,0.0,10.168,22.932,33.1,22.932
train/ID1634731537.jpg,19.9619,6.8619,0.0,26.8238,19.9619
train/ID1638922597.jpg,10.5353,21.3479,0.2772,32.1605,10.8126
train/ID1645161155.jpg,0.0,40.6841,19.0515,59.7356,19.0516
train/ID1655778545.jpg,0.0,17.0357,30.6643,47.7,30.6643
train/ID1665142816.jpg,3.7714,4.7143,24.5143,33.0,28.2857
train/ID1667778338.jpg,3.9,9.75,29.25,42.9,33.15
train/ID1671844336.jpg,0.8024,8.4248,12.0354,21.2625,12.8377
train/ID1675365449.jpg,1.4833,12.2372,89.7395,103.46,91.2228
train/ID1680597197.jpg,0.0,8.6171,84.1829,92.8,84.1829
train/ID1692894460.jpg,30.1768,14.7741,0.3143,45.2652,30.4912
train/ID1693880739.jpg,0.0,4.7385,30.4615,35.2,30.4615
train/ID1703304524.jpg,2.5821,46.4778,47.7689,96.8288,50.351
train/ID1717006117.jpg,18.0129,18.9135,32.8735,69.8,50.8865
train/ID1729002155.jpg,0.0,20.7462,19.8538,40.6,19.8538
train/ID1746343319.jpg,0.6,18.0,6.9,25.5,7.5
train/ID1753847361.jpg,34.9938,3.5437,51.2725,89.81,86.2663
train/ID1761544403.jpg,32.64,0.0,0.0,32.64,32.64
train/ID1781353117.jpg,1.7583,11.0291,15.185,27.9724,16.9433
train/ID1782509721.jpg,0.0,26.2626,30.1374,56.4,30.1374
train/ID1782608354.jpg,0.07,0.0,72.1,72.17,72.17
train/ID1783499590.jpg,1.1385,18.2154,13.6615,33.0154,14.8
train/ID1784585001.jpg,35.0394,12.3111,3.788,51.1386,38.8275
train/ID1789265307.jpg,69.8783,19.3509,1.0751,90.3042,70.9533
train/ID1789834546.jpg,6.5244,14.8756,21.4,42.8,27.9244
train/ID1789853061.jpg,12.9283,7.5415,36.6302,57.1,49.5585
train/ID1831254380.jpg,71.7865,15.758,0.8754,88.42,72.662
train/ID1839139621.jpg,0.0,10.3894,31.5263,41.9157,31.5264
train/ID1853508321.jpg,0.0,1.1786,28.5232,29.7018,28.5232
train/ID1857489997.jpg,2.3478,2.3478,13.3043,18.0,15.6522
train/ID1859251563.jpg,0.0,6.9,119.6,126.5,119.6
train/ID1859792585.jpg,0.7708,30.83,22.6087,54.2095,23.3794
train/ID1868719645.jpg,4.8348,2.4174,20.5478,27.8,25.3826
train/ID187238869.jpg,11.8881,2.972,28.9098,43.77,40.798
train/ID1874904894.jpg,0.0,29.1542,4.1458,33.3,4.1458
train/ID1876271942.jpg,0.0,8.3614,47.9386,56.3,47.9386
train/ID1880764911.jpg,5.9821,21.9343,15.1546,43.0709,21.1367
train/ID1888700589.jpg,1.62,0.0,20.9,22.52,22.52
train/ID1889150649.jpg,2.48,0.0,0.0,2.48,2.48
train/ID1894998379.jpg,13.4778,35.0985,8.4236,57.0,21.9015
train/ID1899025384.jpg,0.4133,8.6803,11.1604,20.254,11.5737
train/ID1920959057.jpg,3.5619,2.6714,12.4667,18.7,16.0286
train/ID193102215.jpg,0.0,0.0,22.8,22.8,22.8
train/ID1946311744.jpg,28.5594,2.8017,40.3989,71.76,68.9583
train/ID194823383.jpg,4.91,0.0,20.8,25.71,25.71
train/ID1948354837.jpg,0.0,14.4659,19.0341,33.5,19.0341
train/ID1952813879.jpg,0.5875,8.225,3.525,12.3375,4.1125
train/ID1953171547.jpg,0.692,58.7479,15.989,75.4289,16.681
train/ID1953218650.jpg,3.8,5.2,6.7,15.7,10.5
train/ID1954669045.jpg,6.859,10.469,18.772,36.1,25.631
train/ID1962197151.jpg,0.0,0.0,22.0,22.0,22.0
train/ID1962379474.jpg,1.4451,40.1734,17.341,58.9595,18.7861
train/ID1963715583.jpg,0.34,0.0,0.7,1.04,1.04
train/ID196516535.jpg,0.5231,24.8461,9.0231,34.3923,9.5462
train/ID1970522802.jpg,0.0,13.5089,32.8911,46.4,32.8911
train/ID1976436386.jpg,7.9555,25.2703,26.6742,59.9,34.6297
train/ID1980675327.jpg,2.6598,9.0024,14.7312,26.3934,17.391
train/ID1982662138.jpg,0.0,1.1594,35.9406,37.1,35.9406
train/ID1988033238.jpg,4.8803,12.4718,21.1479,38.5,26.0282
train/ID1989506559.jpg,15.202,8.1077,28.377,51.6867,43.579
train/ID1993907137.jpg,0.1834,12.8356,15.9528,28.9718,16.1362
train/ID1997244125.jpg,0.0,46.0672,4.1536,50.2208,4.1536
train/ID2002797732.jpg,0.55,3.3,9.35,13.2,9.9
train/ID2003438517.jpg,5.2,2.08,13.52,20.8,18.72
train/ID2006686196.jpg,0.0,38.8581,28.0419,66.9,28.0419
train/ID2010625680.jpg,37.5911,0.0,5.0589,42.65,42.65
train/ID2014192906.jpg,0.5,7.0,3.0,10.1912,3.5
train/ID2030696575.jpg,2.1,2.6,1.6,6.3,3.7
train/ID2037861084.jpg,0.0,12.2169,28.6831,40.9,28.6831
train/ID2048645043.jpg,4.186,11.5116,10.4651,26.1628,14.6512
train/ID2052442675.jpg,0.0,2.7,14.5,17.2,14.5
train/ID2052993274.jpg,0.0,1.7764,103.6236,105.4,103.6236
train/ID2053315094.jpg,0.0,17.8111,50.8889,68.7,50.8889
train/ID2056023629.jpg,0.0,25.1357,57.6643,82.8,57.6643
train/ID2056982009.jpg,4.0868,1.5598,30.8534,36.5,34.9402
train/ID2069766023.jpg,1.8208,32.7742,6.1907,40.7857,8.0115
train/ID2086966681.jpg,3.804,30.7245,1.7557,36.2842,5.5597
train/ID2089023774.jpg,17.5189,1.3042,33.4869,52.31,51.0058
train/ID2091439402.jpg,1.0962,4.9327,22.4712,28.5,23.5673
train/ID2096636211.jpg,2.6,32.2,11.4,46.2,14.0
train/ID2099464826.jpg,0.0,25.28,69.52,94.8,69.52
train/ID2099742797.jpg,4.14,1.38,15.18,20.7,19.32
train/ID210865340.jpg,0.0,9.0731,12.9966,22.0697,12.9966
train/ID212206250.jpg,7.32,0.0,2.4,9.72,9.72
train/ID212206832.jpg,0.7014,13.3262,5.6924,19.72,6.3938
train/ID2125100696.jpg,14.8364,4.9455,34.6182,54.4,49.4545
train/ID2131261930.jpg,6.744,42.7122,31.4721,80.9283,38.2161
train/ID21377800.jpg,0.48,28.3224,9.1208,37.9232,9.6008
train/ID2145635095.jpg,0.0,17.5621,22.7022,40.2643,22.7022
train/ID227847873.jpg,8.6387,7.5836,23.9377,40.16,32.5764
train/ID230058600.jpg,46.83,0.0,0.0,46.83,46.83
train/ID249042826.jpg,10.6616,3.8769,1.8,16.3385,12.4615
train/ID257822026.jpg,0.0,58.125,24.0,82.125,24.0
train/ID290369222.jpg,0.0,11.4741,40.8478,52.3219,40.8478
train/ID294150104.jpg,13.9876,3.167,20.5855,37.74,34.573
train/ID307060225.jpg,0.3031,15.6092,14.2453,30.1575,14.5484
train/ID315357834.jpg,0.0,5.7792,27.2448,33.024,27.2448
train/ID317990700.jpg,0.0,38.1288,27.5062,65.635,27.5062
train/ID325799913.jpg,2.797,19.2502,11.3527,33.4,14.1498
train/ID332742639.jpg,6.4127,3.3949,19.9924,29.8,26.4051
train/ID342818398.jpg,24.0237,3.1815,13.8948,41.1,37.9185
train/ID344618040.jpg,0.0,6.7327,14.9081,21.6408,14.9081
train/ID353424190.jpg,0.0,6.2143,22.7857,29.0,22.7857
train/ID353997899.jpg,9.5934,35.7574,7.8492,53.2,17.4426
train/ID354528442.jpg,0.0,8.3077,56.4923,64.8,56.4923
train/ID363069566.jpg,0.2,5.5,12.5,18.2,12.7
train/ID364856705.jpg,2.7638,4.6064,34.0871,41.4573,36.8509
train/ID380752847.jpg,0.0,0.0,58.98,58.98,58.98
train/ID383231615.jpg,3.1698,5.7057,24.7245,33.6,27.8943
train/ID384648061.jpg,0.0,27.7164,157.9836,185.7,157.9836
train/ID386216505.jpg,3.0667,7.6667,21.4667,32.2,24.5333
train/ID397994621.jpg,0.0,0.0,81.0,81.0,81.0
train/ID407646960.jpg,0.0,35.5862,71.9138,107.5,71.9138
train/ID40849327.jpg,51.97,0.0,0.0,51.97,51.97
train/ID415656958.jpg,1.0707,11.2424,4.8182,17.1313,5.8889
train/ID423506847.jpg,0.9821,10.8036,43.2143,55.0,44.1964
train/ID429799190.jpg,5.9241,21.8114,16.9645,44.7,22.8886
train/ID431471530.jpg,0.0,1.2764,45.5236,46.8,45.5236
train/ID443091455.jpg,22.2594,11.9858,26.2547,60.5,48.5142
train/ID4464212.jpg,2.3192,8.1172,28.4103,38.8467,30.7295
train/ID471758347.jpg,0.0,3.3222,26.5778,29.9,26.5778
train/ID473494649.jpg,10.88,0.0,0.0,10.88,10.88
train/ID475010202.jpg,36.76,0.0,0.0,36.76,36.76
train/ID482555369.jpg,0.0,15.9,2.5,18.4,2.5
train/ID48303557.jpg,0.0,13.2399,60.0887,73.3286,60.0887
train/ID488873801.jpg,0.7552,8.3076,22.9088,31.9716,23.664
train/ID490139972.jpg,0.0,9.9537,35.9864,45.9401,35.9864
train/ID498304885.jpg,0.0,7.4132,22.4868,29.9,22.4868
train/ID50027657.jpg,7.2429,3.6214,39.8357,50.7,47.0786
train/ID520514019.jpg,1.687,3.3739,14.3391,19.4,16.0261
train/ID528010569.jpg,7.1746,7.1746,30.8508,45.2,38.0254
train/ID529933668.jpg,4.0159,7.2286,39.3556,50.6,43.3714
train/ID534966093.jpg,7.6364,7.6364,26.7273,42.0,34.3636
train/ID54128926.jpg,0.0,24.4653,39.1446,63.6099,39.1446
train/ID544444725.jpg,0.0,44.5775,60.9225,105.5,60.9225
train/ID545360459.jpg,0.0,0.0,47.73,47.73,47.73
train/ID550623196.jpg,1.581,4.1107,15.9684,21.6601,17.5494
train/ID552040066.jpg,0.0,6.592,24.108,30.7,24.108
train/ID554314721.jpg,0.0,2.7,50.9,53.6,50.9
train/ID560946727.jpg,0.0,13.0842,21.0896,34.1738,21.0896
train/ID566966892.jpg,0.9714,3.8857,15.5429,20.4,16.5143
train/ID567744300.jpg,0.0,2.1953,20.6355,22.8308,20.6355
train/ID572336285.jpg,22.5242,26.1571,18.8913,67.5726,41.4155
train/ID574213894.jpg,31.2684,28.8632,25.6561,85.7877,56.9246
train/ID576137678.jpg,0.0,33.0159,12.6389,45.6548,12.6389
train/ID576621307.jpg,0.0,2.4,60.2,62.6,60.2
train/ID577112774.jpg,10.23,0.0,0.0,10.23,10.23
train/ID587125778.jpg,4.0911,25.3648,1.6364,31.0923,5.7275
train/ID588120964.jpg,0.0,35.1746,83.9254,119.1,83.9254
train/ID600602588.jpg,2.1111,2.1111,33.7778,38.0,35.8889
train/ID605134229.jpg,3.6166,3.6166,3.3755,10.6087,6.9921
train/ID610397481.jpg,20.6513,0.0,3.0787,23.73,23.73
train/ID617132135.jpg,0.8,4.7,11.1,16.6,11.9
train/ID61833032.jpg,0.0,19.6123,41.4877,61.1,41.4877
train/ID6269659.jpg,35.9533,16.3424,2.3346,54.6304,38.2879
train/ID629980789.jpg,1.6069,8.0345,36.9586,46.6,38.5655
train/ID633775166.jpg,2.812,23.277,7.8111,33.9,10.623
train/ID638711343.jpg,0.0,4.3212,31.3284,35.6496,31.3285
train/ID656251220.jpg,3.7538,5.3961,6.3606,15.5104,10.1143
train/ID657448172.jpg,1.6,2.9,0.2,4.7,1.8
train/ID661372352.jpg,0.0,0.0,10.4,10.4,10.4
train/ID661817669.jpg,1.4577,13.1192,23.3231,37.9,24.7808
train/ID663006174.jpg,0.0,5.8,44.6,50.4,44.6
train/ID667059550.jpg,8.1529,8.1529,52.9941,69.3,61.1471
train/ID668330410.jpg,0.0,19.0828,28.9181,48.0009,28.9181
train/ID668475812.jpg,0.0,52.9301,34.0699,87.0,34.0699
train/ID670276799.jpg,0.0,23.1943,21.9057,45.1,21.9057
train/ID679913293.jpg,0.2146,14.3782,6.6526,21.2454,6.8672
train/ID681680726.jpg,45.85,0.0,0.0,45.85,45.85
train/ID684062938.jpg,0.0,33.5863,73.0137,106.6,73.0137
train/ID684383343.jpg,11.7404,16.7719,19.2877,47.8,31.0281
train/ID686797154.jpg,3.5026,5.2539,23.6424,32.3988,27.145
train/ID697059386.jpg,10.9589,7.8827,0.769,19.6107,11.728
train/ID697718693.jpg,58.88,0.0,0.0,58.88,58.88
train/ID698608346.jpg,0.0,19.8809,38.5191,58.4,38.5191
train/ID706288721.jpg,0.0,8.8161,27.0782,35.8943,27.0781
train/ID710341728.jpg,0.0,7.9809,53.5191,61.5,53.5191
train/ID71885430.jpg,0.0,18.566,79.834,98.4,79.834
train/ID72895391.jpg,1.9867,3.9733,8.94,14.9,10.9267
train/ID740402124.jpg,18.1624,6.3568,40.0708,64.59,58.2332
train/ID742198710.jpg,0.0,13.8443,40.1485,53.9928,40.1485
train/ID743847993.jpg,0.0,17.6378,32.5622,50.2,32.5622
train/ID746335827.jpg,0.0,53.2603,112.8397,166.1,112.8397
train/ID748979397.jpg,43.2687,18.1125,0.0,61.3813,43.2687
train/ID750820644.jpg,0.0,38.9588,28.2559,67.2147,28.2558
train/ID751517087.jpg,16.73,11.95,43.02,71.7,59.75
train/ID753699705.jpg,0.0,8.1541,72.6459,80.8,72.6459
train/ID755710743.jpg,2.1841,8.2099,8.4829,18.877,10.667
train/ID761508093.jpg,0.0,30.8,20.5333,51.3333,20.5333
train/ID779628955.jpg,47.32,0.0,0.0,47.32,47.32
train/ID7850481.jpg,19.57,0.0,0.0,19.57,19.57
train/ID786365141.jpg,0.0,3.3,6.8,10.1,6.8
train/ID789169173.jpg,0.0,1.2264,77.8736,79.1,77.8736
train/ID793526563.jpg,16.7414,4.5597,86.0889,107.39,102.8303
train/ID797502182.jpg,0.0,12.6079,6.9746,19.5825,6.9746
train/ID799079114.jpg,0.0,19.7501,8.0022,27.7523,8.0022
train/ID802547515.jpg,0.7525,14.5984,18.9629,34.3138,19.7154
train/ID803479541.jpg,1.0483,22.5374,16.2479,39.8335,17.2961
train/ID808079729.jpg,5.6976,8.5464,22.1574,36.4014,27.855
train/ID808093827.jpg,19.6769,6.4251,25.2988,51.4008,44.9757
train/ID8209776.jpg,9.9586,14.108,12.0333,36.1,21.992
train/ID828217731.jpg,0.7978,8.7753,4.7865,14.3596,5.5843
train/ID839432753.jpg,24.7968,2.7552,2.4108,29.9628,27.2076
train/ID846154859.jpg,16.5413,7.8112,0.919,25.2715,17.4603
train/ID846984946.jpg,8.4,8.0,0.6,17.0,9.0
train/ID853954911.jpg,0.0,26.0,23.0,49.0,23.0
train/ID866684633.jpg,25.4228,0.0,6.4772,31.9,31.9
train/ID871463897.jpg,10.0981,19.3547,59.7472,89.2,69.8453
train/ID875119737.jpg,5.8,5.8,23.2,34.8,29.0
train/ID885388135.jpg,1.4353,4.3059,18.6588,24.4,20.0941
train/ID896386823.jpg,2.0794,19.7543,12.9541,34.7878,15.0335
train/ID900012207.jpg,0.0,28.0478,36.7522,64.8,36.7522
train/ID905397692.jpg,30.9177,6.1407,36.2016,73.26,67.1193
train/ID908524512.jpg,11.3043,4.2957,17.4087,33.0087,28.713
train/ID914754166.jpg,5.4849,14.6759,9.3392,29.5,14.8241
train/ID930534670.jpg,1.7333,10.5572,20.3265,32.6169,22.0598
train/ID936984905.jpg,4.2636,4.2636,38.3727,46.9,42.6364
train/ID94564238.jpg,3.9923,3.9923,9.3154,17.3,13.3077
train/ID950496197.jpg,17.743,3.2487,2.499,23.4907,20.242
train/ID95050718.jpg,2.3081,15.0024,21.3496,38.66,23.6576
train/ID956512130.jpg,0.0,1.9,2.4,4.3,2.4
train/ID963903358.jpg,0.0,29.9634,13.8293,43.7927,13.8293
train/ID968643034.jpg,1.5,7.6,9.0,18.1,10.5
train/ID969218269.jpg,1.4235,13.5235,33.4529,48.4,34.8765
train/ID972274220.jpg,7.4266,5.7388,7.8767,21.0421,15.3034
train/ID975115267.jpg,40.03,0.0,0.8,40.83,40.83
train/ID978026131.jpg,24.6445,4.1948,12.0601,40.8994,36.7046
train/ID980538882.jpg,0.0,1.1457,91.6543,92.8,91.6543
train/ID980878870.jpg,32.3575,0.0,2.0325,34.39,34.39
train/ID983582017.jpg,0.0,0.0,40.94,40.94,40.94
train/ID1011485656_hflip.jpg,0.0,31.9984,16.2751,48.2735,16.275
train/ID1011485656_vflip.jpg,0.0,31.9984,16.2751,48.2735,16.275
train/ID1011485656_hvflip.jpg,0.0,31.9984,16.2751,48.2735,16.275
train/ID1012260530_hflip.jpg,0.0,0.0,7.6,7.6,7.6
train/ID1012260530_vflip.jpg,0.0,0.0,7.6,7.6,7.6
train/ID1012260530_hvflip.jpg,0.0,0.0,7.6,7.6,7.6
train/ID1025234388_hflip.jpg,6.05,0.0,0.0,6.05,6.05
train/ID1025234388_vflip.jpg,6.05,0.0,0.0,6.05,6.05
train/ID1025234388_hvflip.jpg,6.05,0.0,0.0,6.05,6.05
train/ID1028611175_hflip.jpg,0.0,30.9703,24.2376,55.2079,24.2376
train/ID1028611175_vflip.jpg,0.0,30.9703,24.2376,55.2079,24.2376
train/ID1028611175_hvflip.jpg,0.0,30.9703,24.2376,55.2079,24.2376
train/ID1035947949_hflip.jpg,0.4343,23.2239,10.5261,34.1844,10.9605
train/ID1035947949_vflip.jpg,0.4343,23.2239,10.5261,34.1844,10.9605
train/ID1035947949_hvflip.jpg,0.4343,23.2239,10.5261,34.1844,10.9605
train/ID1036339023_hflip.jpg,23.0755,2.6135,32.191,57.88,55.2665
train/ID1036339023_vflip.jpg,23.0755,2.6135,32.191,57.88,55.2665
train/ID1036339023_hvflip.jpg,23.0755,2.6135,32.191,57.88,55.2665
train/ID1049634115_hflip.jpg,1.5083,3.0167,13.575,18.1,15.0833
train/ID1049634115_vflip.jpg,1.5083,3.0167,13.575,18.1,15.0833
train/ID1049634115_hvflip.jpg,1.5083,3.0167,13.575,18.1,15.0833
train/ID1051144034_hflip.jpg,55.32,0.0,0.0,55.32,55.32
train/ID1051144034_vflip.jpg,55.32,0.0,0.0,55.32,55.32
train/ID1051144034_hvflip.jpg,55.32,0.0,0.0,55.32,55.32
train/ID1052620238_hflip.jpg,0.0,11.2291,20.1707,31.3998,20.1707
train/ID1052620238_vflip.jpg,0.0,11.2291,20.1707,31.3998,20.1707
train/ID1052620238_hvflip.jpg,0.0,11.2291,20.1707,31.3998,20.1707
train/ID105271783_hflip.jpg,5.2698,8.5635,27.6667,41.5,32.9365
train/ID105271783_vflip.jpg,5.2698,8.5635,27.6667,41.5,32.9365
train/ID105271783_hvflip.jpg,5.2698,8.5635,27.6667,41.5,32.9365
train/ID1053972079_hflip.jpg,21.0801,7.9393,1.3688,30.3882,22.4489
