image_path,Dry_Clover_g,Dry_Dead_g,Dry_Green_g,Dry_Total_g,GDM_g
train/ID839432753.jpg,24.7968,2.7552,2.4108,29.9628,27.2076
train/ID799079114.jpg,0.0,19.7501,8.0022,27.7523,8.0022
train/ID698608346.jpg,0.0,19.8809,38.5191,58.4,38.5191
train/ID1831254380.jpg,71.7865,15.758,0.8754,88.42,72.662
train/ID1370004842.jpg,0.0,21.9986,55.8014,77.8,55.8014
train/ID686797154.jpg,3.5026,5.2539,23.6424,32.3988,27.145
train/ID908524512.jpg,11.3043,4.2957,17.4087,33.0087,28.713
train/ID1277756619.jpg,0.0,3.2,6.0,9.2,6.0
train/ID431471530.jpg,0.0,1.2764,45.5236,46.8,45.5236
train/ID1456861072.jpg,0.4,6.0,1.0,7.4,1.4
train/ID1513184765.jpg,0.0,5.0118,6.1574,11.1692,6.1574
train/ID482555369.jpg,0.0,15.9,2.5,18.4,2.5
train/ID193102215.jpg,0.0,0.0,22.8,22.8,22.8
train/ID1139866256.jpg,0.0,83.8407,74.0593,157.9,74.0593
train/ID1853508321.jpg,0.0,1.1786,28.5232,29.7018,28.5232
train/ID1163061745.jpg,5.2,6.7,1.2,13.1,6.4
train/ID1746343319.jpg,0.6,18.0,6.9,25.5,7.5
train/ID1623964968.jpg,10.0977,21.4983,19.5439,51.1398,29.6415
train/ID1920959057.jpg,3.5619,2.6714,12.4667,18.7,16.0286
train/ID875119737.jpg,5.8,5.8,23.2,34.8,29.0
train/ID1624268863.jpg,0.0,10.168,22.932,33.1,22.932
train/ID1789265307.jpg,69.8783,19.3509,1.0751,90.3042,70.9533
train/ID1545077474.jpg,0.0,19.2,8.8,28.0,8.8
train/ID1880764911.jpg,5.9821,21.9343,15.1546,43.0709,21.1367
train/ID2125100696.jpg,14.8364,4.9455,34.6182,54.4,49.4545
train/ID2006686196.jpg,0.0,38.8581,28.0419,66.9,28.0419
train/ID1655778545.jpg,0.0,17.0357,30.6643,47.7,30.6643
train/ID2002797732.jpg,0.55,3.3,9.35,13.2,9.9
train/ID550623196.jpg,1.581,4.1107,15.9684,21.6601,17.5494
train/ID1547945326.jpg,6.2816,4.2493,10.7156,21.2465,16.9972
train/ID1889150649.jpg,2.48,0.0,0.0,2.48,2.48
train/ID545360459.jpg,0.0,0.0,47.73,47.73,47.73
train/ID1215977190.jpg,0.4068,24.8123,30.1002,55.3193,30.507
train/ID1671844336.jpg,0.8024,8.4248,12.0354,21.2625,12.8377
train/ID152157478.jpg,35.1643,7.9034,64.3724,107.44,99.5366
train/ID2014192906.jpg,0.5,7.0,3.0,10.1912,3.5
train/ID1496750796.jpg,1.7727,5.3182,12.4091,19.5,14.1818
train/ID1563418511.jpg,0.0,4.5904,107.1096,111.7,107.1096
train/ID697059386.jpg,10.9589,7.8827,0.769,19.6107,11.728
train/ID900012207.jpg,0.0,28.0478,36.7522,64.8,36.7522
train/ID141370843.jpg,5.6182,5.6182,19.6636,30.9,25.2818
train/ID1149598723.jpg,0.0,5.3831,58.3169,63.7,58.3169
train/ID1474775613.jpg,0.0,5.3604,44.3447,49.7051,44.3447
train/ID610397481.jpg,20.6513,0.0,3.0787,23.73,23.73
train/ID560946727.jpg,0.0,13.0842,21.0896,34.1738,21.0896
train/ID697718693.jpg,58.88,0.0,0.0,58.88,58.88
train/ID1512751450.jpg,0.3786,9.6678,19.656,29.7024,20.0346
train/ID588120964.jpg,0.0,35.1746,83.9254,119.1,83.9254
train/ID1028611175.jpg,0.0,30.9703,24.2376,55.2079,24.2376
train/ID1783499590.jpg,1.1385,18.2154,13.6615,33.0154,14.8
train/ID552040066.jpg,0.0,6.592,24.108,30.7,24.108
train/ID2091439402.jpg,1.0962,4.9327,22.4712,28.5,23.5673
train/ID638711343.jpg,0.0,4.3212,31.3284,35.6496,31.3285
train/ID975115267.jpg,40.03,0.0,0.8,40.83,40.83
train/ID1049634115.jpg,1.5083,3.0167,13.575,18.1,15.0833
train/ID1458758610.jpg,0.0,50.2255,52.4745,102.7,52.4745
train/ID846154859.jpg,16.5413,7.8112,0.919,25.2715,17.4603
train/ID227847873.jpg,8.6387,7.5836,23.9377,40.16,32.5764
train/ID914754166.jpg,5.4849,14.6759,9.3392,29.5,14.8241
train/ID577112774.jpg,10.23,0.0,0.0,10.23,10.23
train/ID743847993.jpg,0.0,17.6378,32.5622,50.2,32.5622
train/ID332742639.jpg,6.4127,3.3949,19.9924,29.8,26.4051
train/ID112966473.jpg,11.2,2.8,19.6,33.6,30.8
train/ID1176292407.jpg,0.1308,16.7365,9.022,25.8893,9.1528
train/ID1354190372.jpg,11.2565,6.5255,10.6039,28.3859,21.8604
train/ID969218269.jpg,1.4235,13.5235,33.4529,48.4,34.8765
train/ID2030696575.jpg,2.1,2.6,1.6,6.3,3.7
train/ID1374789439.jpg,1.3556,1.3556,21.6889,24.4,23.0444
train/ID2048645043.jpg,4.186,11.5116,10.4651,26.1628,14.6512
train/ID1103883611.jpg,0.0,12.9166,82.7834,95.7,82.7834
train/ID13162390.jpg,2.8667,2.8667,20.0667,25.8,22.9333
train/ID1516374298.jpg,9.0,0.0,1.7,10.7,10.7
train/ID1062837331.jpg,19.98,3.9623,35.4077,59.35,55.3877
train/ID1634731537.jpg,19.9619,6.8619,0.0,26.8238,19.9619
train/ID1035947949.jpg,0.4343,23.2239,10.5261,34.1844,10.9605
train/ID1993907137.jpg,0.1834,12.8356,15.9528,28.9718,16.1362
train/ID257822026.jpg,0.0,58.125,24.0,82.125,24.0
train/ID1675365449.jpg,1.4833,12.2372,89.7395,103.46,91.2228
train/ID574213894.jpg,31.2684,28.8632,25.6561,85.7877,56.9246
train/ID386216505.jpg,3.0667,7.6667,21.4667,32.2,24.5333
train/ID1011485656.jpg,0.0,31.9984,16.2751,48.2735,16.275
train/ID2069766023.jpg,1.8208,32.7742,6.1907,40.7857,8.0115
train/ID1251029854.jpg,0.0,22.0875,36.8125,58.9,36.8125
train/ID1579942839.jpg,14.886,2.6661,3.3327,20.8848,18.2186
train/ID1782509721.jpg,0.0,26.2626,30.1374,56.4,30.1374
train/ID761508093.jpg,0.0,30.8,20.5333,51.3333,20.5333
train/ID1859251563.jpg,0.0,6.9,119.6,126.5,119.6
train/ID1574125908.jpg,0.0,3.5379,43.1621,46.7,43.1621
train/ID2052442675.jpg,0.0,2.7,14.5,17.2,14.5
train/ID1876271942.jpg,0.0,8.3614,47.9386,56.3,47.9386
train/ID1168534540.jpg,0.0,8.6892,55.6108,64.3,55.6108
train/ID1414371018.jpg,14.7281,6.1901,12.3801,33.2982,27.1082
train/ID307060225.jpg,0.3031,15.6092,14.2453,30.1575,14.5484
train/ID2052993274.jpg,0.0,1.7764,103.6236,105.4,103.6236
train/ID661372352.jpg,0.0,0.0,10.4,10.4,10.4
train/ID1573329652.jpg,0.0,19.2015,22.2985,41.5,22.2985
train/ID1182523622.jpg,3.1059,14.7193,0.6752,18.5004,3.7811
train/ID1976436386.jpg,7.9555,25.2703,26.6742,59.9,34.6297
train/ID663006174.jpg,0.0,5.8,44.6,50.4,44.6
train/ID1268934251.jpg,0.0,24.7869,17.2131,42.0,17.2131
train/ID554314721.jpg,0.0,2.7,50.9,53.6,50.9
train/ID1451025862.jpg,5.3,4.3,6.9,16.5,12.2
train/ID1888700589.jpg,1.62,0.0,20.9,22.52,22.52
train/ID706288721.jpg,0.0,8.8161,27.0782,35.8943,27.0781
train/ID1025234388.jpg,6.05,0.0,0.0,6.05,6.05
train/ID1789834546.jpg,6.5244,14.8756,21.4,42.8,27.9244
train/ID364856705.jpg,2.7638,4.6064,34.0871,41.4573,36.8509
train/ID853954911.jpg,0.0,26.0,23.0,49.0,23.0
train/ID567744300.jpg,0.0,2.1953,20.6355,22.8308,20.6355
train/ID2131261930.jpg,6.744,42.7122,31.4721,80.9283,38.2161
train/ID528010569.jpg,7.1746,7.1746,30.8508,45.2,38.0254
train/ID95050718.jpg,2.3081,15.0024,21.3496,38.66,23.6576
train/ID797502182.jpg,0.0,12.6079,6.9746,19.5825,6.9746
train/ID633775166.jpg,2.812,23.277,7.8111,33.9,10.623
train/ID1457700382.jpg,0.0,0.0,24.8,24.8,24.8
train/ID1294770420.jpg,17.3814,36.1534,14.6004,68.1352,31.9818
train/ID1948354837.jpg,0.0,14.4659,19.0341,33.5,19.0341
train/ID1237349078.jpg,3.189,26.221,9.39,38.8,12.579
train/ID753699705.jpg,0.0,8.1541,72.6459,80.8,72.6459
train/ID980538882.jpg,0.0,1.1457,91.6543,92.8,91.6543
train/ID1148666289.jpg,4.0923,14.3231,21.4846,39.9,25.5769
train/ID2056023629.jpg,0.0,25.1357,57.6643,82.8,57.6643
train/ID158170916.jpg,5.3547,33.0205,69.6107,107.9859,74.9654
train/ID1509266870.jpg,2.775,2.775,27.75,33.3,30.525
train/ID1899025384.jpg,0.4133,8.6803,11.1604,20.254,11.5737
train/ID520514019.jpg,1.687,3.3739,14.3391,19.4,16.0261
train/ID1471216911.jpg,67.8977,11.4857,28.8667,108.25,96.7643
train/ID363069566.jpg,0.2,5.5,12.5,18.2,12.7
train/ID529933668.jpg,4.0159,7.2286,39.3556,50.6,43.3714
train/ID1337107565.jpg,10.04,0.0,0.0,10.04,10.04
train/ID4464212.jpg,2.3192,8.1172,28.4103,38.8467,30.7295
train/ID1894998379.jpg,13.4778,35.0985,8.4236,57.0,21.9015
train/ID1962197151.jpg,0.0,0.0,22.0,22.0,22.0
train/ID1249094008.jpg,0.0,16.3603,4.5809,20.9412,4.5809
train/ID1193692654.jpg,0.2727,6.3317,13.4232,20.0276,13.6959
train/ID2099464826.jpg,0.0,25.28,69.52,94.8,69.52
train/ID576621307.jpg,0.0,2.4,60.2,62.6,60.2
train/ID54128926.jpg,0.0,24.4653,39.1446,63.6099,39.1446
train/ID1717006117.jpg,18.0129,18.9135,32.8735,69.8,50.8865
train/ID963903358.jpg,0.0,29.9634,13.8293,43.7927,13.8293
train/ID1119761112.jpg,0.0,32.4486,22.9514,55.4,22.9514
train/ID1121692672.jpg,0.0,1.3958,109.8042,111.2,109.8042
train/ID936984905.jpg,4.2636,4.2636,38.3727,46.9,42.6364
train/ID1088965591.jpg,0.0,0.3443,59.5557,59.9,59.5557
train/ID121331988.jpg,0.0,21.05,63.15,84.2,63.15
train/ID1962379474.jpg,1.4451,40.1734,17.341,58.9595,18.7861
